threshold,tp,fp,fn,tn,alerts_day,precision,recall,savings_day,cost_day,net_day,within_capacity
0.8435326633165829,1229,119,2863,99219,38.48197561637236,0.9117210682492581,0.3003421309872923,6017.893530455112,192.40987808186182,5825.48365237325,True
0.8485477386934673,1229,119,2863,99219,38.48197561637236,0.9117210682492581,0.3003421309872923,6017.893530455112,192.40987808186182,5825.48365237325,True
0.8535628140703517,1229,119,2863,99219,38.48197561637236,0.9117210682492581,0.3003421309872923,6017.893530455112,192.40987808186182,5825.48365237325,True
0.8585778894472361,1030,86,3062,99252,31.858964976165844,0.9229390681003584,0.2517106549364614,5043.474643099077,159.29482488082922,4884.179818218248,True
0.8635929648241206,1030,86,3062,99252,31.858964976165844,0.9229390681003584,0.2517106549364614,5043.474643099077,159.29482488082922,4884.179818218248,True
0.868608040201005,1030,86,3062,99252,31.858964976165844,0.9229390681003584,0.2517106549364614,5043.474643099077,159.29482488082922,4884.179818218248,True
0.8736231155778894,1030,86,3062,99252,31.858964976165844,0.9229390681003584,0.2517106549364614,5043.474643099077,159.29482488082922,4884.179818218248,True
0.8786381909547738,1030,86,3062,99252,31.858964976165844,0.9229390681003584,0.2517106549364614,5043.474643099077,159.29482488082922,4884.179818218248,True
0.8836532663316583,1030,86,3062,99252,31.858964976165844,0.9229390681003584,0.2517106549364614,5043.474643099077,159.29482488082922,4884.179818218248,True
0.8886683417085427,857,64,3235,99274,26.292210343233638,0.9305103148751357,0.20943304007820138,4196.366766151368,131.46105171616819,4064.9057144352,True
0.8936834170854271,857,64,3235,99274,26.292210343233638,0.9305103148751357,0.20943304007820138,4196.366766151368,131.46105171616819,4064.9057144352,True
0.8986984924623116,857,64,3235,99274,26.292210343233638,0.9305103148751357,0.20943304007820138,4196.366766151368,131.46105171616819,4064.9057144352,True
0.903713567839196,857,64,3235,99274,26.292210343233638,0.9305103148751357,0.20943304007820138,4196.366766151368,131.46105171616819,4064.9057144352,True
0.9087286432160804,339,10,3753,99328,9.963063419965842,0.9713467048710601,0.08284457478005865,1659.939712631638,49.81531709982921,1610.124395531809,True
0.9137437185929648,339,10,3753,99328,9.963063419965842,0.9713467048710601,0.08284457478005865,1659.939712631638,49.81531709982921,1610.124395531809,True
0.9187587939698493,339,10,3753,99328,9.963063419965842,0.9713467048710601,0.08284457478005865,1659.939712631638,49.81531709982921,1610.124395531809,True
0.9237738693467337,339,10,3753,99328,9.963063419965842,0.9713467048710601,0.08284457478005865,1659.939712631638,49.81531709982921,1610.124395531809,True
0.9287889447236181,242,2,3850,99336,6.9655801560792705,0.9918032786885246,0.05913978494623656,1184.9717122621132,34.827900780396355,1150.143811481717,True
0.9338040201005025,242,2,3850,99336,6.9655801560792705,0.9918032786885246,0.05913978494623656,1184.9717122621132,34.827900780396355,1150.143811481717,True
0.938819095477387,242,2,3850,99336,6.9655801560792705,0.9918032786885246,0.05913978494623656,1184.9717122621132,34.827900780396355,1150.143811481717,True
0.9438341708542713,242,2,3850,99336,6.9655801560792705,0.9918032786885246,0.05913978494623656,1184.9717122621132,34.827900780396355,1150.143811481717,True
0.9488492462311557,242,2,3850,99336,6.9655801560792705,0.9918032786885246,0.05913978494623656,1184.9717122621132,34.827900780396355,1150.143811481717,True
